,,,These are the population desnities in people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_name,county_name,Area in sq mi,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009
Georgia,Greene County,387.44,26.35762957,26.06855255,27.10097047,27.61717943,28.1333884,28.39149288,28.64959736,29.16580632,29.4239108,29.68201528,29.4006814,29.73621722,29.71298782,30.15434648,30.22145364,29.98915961,29.74396036,29.68975841,30.18531902,30.2704935,30.58021887,31.18160231,31.35195127,32.03850919,32.55988024,33.0012389,33.61552757,34.49050176,35.2648152,36.37724551,37.29867851,38.10138344,38.75954987,39.04346479,39.48482346,39.7868057,39.97005988,40.61532108,40.69017138,40.6333884
Georgia,Gwinnett County,430.38,168.1049305,183.5587156,195.4087086,232.1204517,257.4469074,275.3380733,293.9262977,314.6056973,337.3762721,363.1674334,387.5993308,416.2251963,446.2498257,484.0768623,532.7152749,587.9060365,644.2283563,700.8225289,751.7263813,794.6117385,828.5910126,864.9379618,907.1076723,956.9938194,1007.737348,1062.212463,1107.834937,1163.260375,1214.429109,1267.791254,1385.510479,1444.765091,1498.101678,1549.254147,1607.848878,1664.659138,1735.617361,1794.841768,1836.793067,1877.79869
Georgia,Habersham County,276.74,74.76692925,77.32890077,79.8583508,80.94240081,83.11050083,85.27860085,88.16940088,89.6148009,91.42155091,90.3375009,90.4097709,91.35650791,93.26443593,93.84982294,94.10638144,94.56890945,95.82640746,96.82734697,98.05955048,99.09662499,100.2204235,101.6080075,103.2991255,105.2793236,106.4934596,108.7735781,110.7826841,112.8351521,114.6708101,117.5471562,130.5304618,133.6633663,135.7049939,137.9923394,139.7268194,142.0936619,147.694587,152.3596155,155.2901641,157.5955771
Georgia,Hall County,392.78,151.2424258,157.8491777,161.4135139,167.5238047,170.0697592,175.9254545,177.1984317,181.2719589,184.5816997,189.1644177,192.5989103,197.6399002,200.7026834,204.3841336,208.8293701,214.3031723,221.6355212,226.8241764,233.166149,238.9760171,244.3708946,250.3106064,254.5037935,261.240389,268.847701,276.9769337,285.5797138,294.8749936,303.8189317,313.8907276,358.6893426,373.9243342,386.4122409,396.8812058,406.7034981,420.7062478,437.5655583,455.313407,470.3167167,477.9851316
Georgia,Hancock County,471.84,19.11453035,19.71007121,19.92200746,20.13394371,19.92200746,20.13394371,20.13394371,20.13394371,20.34587996,20.13394371,20.06188538,20.0894371,19.87750085,19.76941336,19.93896236,19.80968125,19.59350627,19.49389624,19.16963377,19.09545609,18.8686843,18.91107155,19.01280095,19.12724652,19.0721431,19.22897592,18.99160732,19.07002374,19.36885385,19.17175314,21.31230926,21.16395388,20.61927772,20.40310275,20.18480841,20.02585622,19.9877077,20.3946253,20.18480841,19.53840285
Georgia,Haralson County,282.17,56.44469646,58.47538718,60.24736861,60.60176489,61.31055747,62.01935004,63.08253889,63.43693518,64.14572775,63.43693518,65.28688379,67.31403055,68.18938938,68.63947266,70.61345997,72.19761137,73.66835596,75.25605132,76.39366339,77.49583584,77.95655102,78.28613956,79.33515257,80.25658291,81.35166743,82.43612007,84.14785413,85.71782968,87.14604671,88.84714888,91.54764858,93.19913527,94.80809441,96.73955417,98.22093064,99.54991672,100.1382146,101.7400858,102.2397845,102.385087
Georgia,Harris County,463.87,24.83454416,25.22258391,26.08489447,27.37836032,28.24067088,28.8874038,29.74971436,31.0431802,32.1210684,32.76780132,33.33692629,32.78720331,33.10410244,33.61286567,34.31564878,35.58540108,36.34854593,36.79263587,37.80800655,38.30383513,38.41162395,38.36635264,39.1100955,40.89292259,42.51837799,44.03604458,45.86414297,47.88841701,48.06734645,48.7938431,51.30101106,52.43279367,53.827581,55.49615194,57.17765753,58.93677108,60.9998491,62.75896264,63.67085606,64.97078923
Georgia,Hart County,232.39,68.04939972,69.71040062,70.57102285,73.58320065,74.44382288,75.73475623,76.59537846,77.8863118,78.31662292,78.74693403,79.97332071,80.37351005,81.16958561,81.20831361,81.89250828,82.94677052,83.30823185,83.20495718,83.81599897,84.38400964,85.24032876,85.61900254,86.84538922,87.52958389,87.46503722,89.10882568,90.4686088,92.56852705,93.77770128,95.20203107,99.20392444,98.90700977,99.50514222,99.48362666,101.4157236,102.7023538,103.8297689,103.8039503,104.3590516,103.562976
Georgia,Heard County,296.03,18.0860048,18.57919805,18.91700166,19.25480526,19.59260886,19.93041246,19.93041246,20.60601966,20.94382326,21.28162686,22.02479478,22.14978212,22.45718339,23.08212006,23.69354457,24.59210215,25.7879269,26.43988785,27.10536094,28.41603891,29.33148667,29.84494815,30.33138533,31.08468736,31.51707597,32.33793872,33.1047529,33.75671385,34.07762727,35.43559774,37.44552917,37.70901598,37.80022295,37.49282167,37.72252812,37.90156403,38.44880586,38.59068338,39.05347431,38.94199912
Georgia,Henry County,322.13,73.64728526,77.29798529,78.85015366,84.43795983,89.71533232,91.88836805,92.81966908,94.37183746,99.64920995,106.7891845,112.7153634,115.2702325,118.8029677,123.0900568,128.2246298,134.734424,141.4553131,150.4361593,160.758079,171.5301276,185.9249371,197.2868097,209.5210008,226.1819762,244.9011269,262.5927421,282.3518455,303.3899357,325.7225344,352.1652749,377.4004284,404.9917735,433.9862788,463.9772763,490.3424083,518.3186912,549.4520846,573.9980753,591.4661783,606.4942725
Georgia,Houston County,375.54,167.5560526,175.4806412,176.2794909,181.6051552,187.4633861,191.9902008,194.9193162,196.7832987,199.4461309,203.9729456,206.649092,213.6523406,214.6189487,217.2604782,217.3696544,220.6156468,223.8376737,227.8771902,230.9767268,234.973638,238.7548597,243.081962,248.1413431,253.7998615,260.9815199,264.0810566,269.294882,276.3433988,281.2962667,286.6379081,296.2347553,301.6695958,309.9270384,319.5292113,329.6879161,335.1493849,341.4123662,349.6059008,355.4082122,361.3862704
Georgia,Irwin County,354.34,22.67878309,23.98825986,23.42383022,23.98825986,23.98825986,24.27047469,24.55268951,24.55268951,25.39933397,25.39933397,25.36546819,25.00423322,25.09454197,25.35700175,25.31466953,25.06067619,24.89416944,24.961901,24.86030366,24.60348818,24.34385054,24.34385054,24.28176328,24.25071965,24.09832364,24.53575662,24.809505,25.2723373,25.53479709,25.9101428,28.10577412,28.17632782,28.11424056,28.24123723,27.35226054,28.5206299,28.86210984,28.1283513,29.0765931,28.46418694
Georgia,Jackson County,339.66,62.10033563,64.47624095,65.94830124,68.00918566,69.18683389,70.36448213,71.54213037,72.42536654,72.7197786,74.48625096,74.61284814,76.1938409,77.21839487,78.06041335,78.96425838,80.97509274,82.16157334,84.0723076,85.6591886,87.39327563,88.81822999,90.58175823,92.38944827,94.30607078,97.21486192,99.7144203,103.588883,107.2572573,111.0257316,114.9885179,123.3439322,128.4549255,133.8603309,138.23235,145.1686981,152.9441206,164.2142142,175.8434905,183.1949597,187.0811988
Georgia,Jasper County,368.17,15.64494663,16.56843306,16.84004672,18.198115,19.28456963,20.0994106,20.64263791,21.18586523,21.72909254,22.27231985,20.51497949,20.41448244,20.33299834,20.59646359,20.94956134,20.8572127,21.00388408,21.64217617,21.86218323,22.61998533,23.03827036,23.25827743,23.61680745,24.04595703,24.3257191,24.82005595,25.79786512,26.80826792,27.61224434,28.76117011,31.20297689,31.59138441,32.66969063,33.7887389,34.2640628,35.37767879,36.48314637,37.10242551,37.67009805,37.89825352
Georgia,Jeff Davis County,330.74,28.49670436,30.23523009,30.23523009,32.0493439,33.2587531,33.5611054,34.7705146,35.0728669,34.7705146,34.4681623,34.68887948,35.14240793,35.48406603,35.24218419,35.91945335,35.71687731,35.81363004,35.74408901,36.39414646,36.47578158,36.40019351,36.42438169,36.55439318,36.73278104,37.30422689,37.51284997,37.86962569,38.34129528,38.41990688,38.44107154,38.45921267,38.4622362,38.68295338,38.69202395,38.88552942,39.35719901,39.8681744,40.02237407,40.70266675,41.29830078
Georgia,Jefferson County,526.49,32.61980285,32.09937511,32.09937511,33.04906076,33.23899789,33.42893502,33.61887215,33.80880928,33.80880928,34.56855781,34.95413018,34.72430625,34.87625596,34.79078425,34.68062071,34.57235655,34.33113639,34.15639423,33.62646964,33.36245703,33.03766453,33.25039412,33.17441927,33.34536268,33.35296017,33.62646964,33.80501054,33.79551368,33.86389105,33.91897282,32.75655758,32.44126194,32.28741287,31.98541283,31.81826815,31.55615491,31.36811715,31.12119888,31.16678379,31.29784041
Georgia,Jenkins County,347.28,23.9921677,23.90002304,23.90002304,24.18797512,23.90002304,23.61207095,23.90002304,23.90002304,24.47592721,24.76387929,25.45784381,25.43768717,25.10654227,25.01727713,24.91937342,24.89057821,24.63430085,24.20813177,24.07567381,23.95761345,23.74452891,24.00944483,24.49032481,24.52199954,24.63718037,24.78979498,24.3233126,24.33483068,24.32043308,24.19085464,24.74660217,24.78403594,24.72932504,24.64869846,24.59110804,24.70916839,24.80131306,24.59686708,24.39530062,24.33195116
Georgia,Johnson County,303.01,25.50080855,25.41170258,26.73179103,26.40176892,26.73179103,27.39183525,27.72185736,28.38190159,28.05187948,28.38190159,28.57991485,28.59311574,28.49740933,28.41160358,28.28619518,28.47100756,28.08488169,27.72515759,27.75485958,27.71855714,27.5403452,27.66575361,27.28292796,27.76146002,27.64265206,27.57004719,27.48424144,27.55024587,27.36873371,27.36873371,28.2432923,27.96607373,29.44127257,29.39176925,29.78449556,29.34886637,29.6029834,31.06828157,31.13758622,30.69205637
Georgia,Jones County,393.93,31.14766583,35.0316046,36.55471784,35.53930901,36.30086564,37.57012667,38.5855355,39.34709212,40.36250095,40.61635316,42.08615744,43.37572665,44.52567715,45.96755769,47.50082502,48.42230853,49.21686594,50.40235575,51.21975986,52.04985657,52.79618206,53.14903663,53.96136369,54.3878354,54.91077095,55.86779377,56.4694235,57.38836849,58.3783921,59.16533394,60.16043459,61.33069327,62.64818623,64.48099916,66.26050314,67.65669027,68.34716828,69.24834361,70.27644505,70.41860229
Georgia,Lamar County,183.5,58.24523161,60.49046322,61.58038147,60.49046322,62.1253406,63.21525886,63.76021798,63.76021798,64.30517711,65.9400545,66.56675749,66.53950954,65.61852861,66.11444142,67.02452316,67.97820163,68.5013624,71.0027248,70.86648501,71.09536785,71.08446866,71.97820163,73.23160763,73.19346049,74.70844687,75.3133515,76.15258856,78.69754768,80.10899183,81.79836512,87.02452316,89.03542234,87.90735695,88.49591281,88.7520436,90.27792916,90.69209809,92.26158038,94.62125341,95.64032698
Georgia,Lanier County,185.26,27.1564288,28.06866026,28.06866026,27.52887833,28.60844219,28.06866026,28.06866026,29.14822412,29.14822412,30.22778797,30.51927021,30.65961352,30.85393501,30.72438735,30.72438735,31.13462161,30.98348267,31.09143906,30.53546367,30.10903595,29.8715319,30.56785059,30.92950448,31.96588578,32.94828889,34.00626147,35.62020944,36.52704307,37.71996114,37.56342438,39.14498543,38.34610817,38.62139696,39.69556299,39.42567203,39.93306704,41.43905862,43.26352154,44.90985642,45.4658318
Georgia,Laurens County,807.3,40.55245881,41.12473678,41.9918246,42.61117305,42.48730336,43.23052149,43.72600025,44.59308807,45.46017589,46.32726372,45.81939799,46.39539205,46.85990338,47.090301,47.7294686,47.87191874,48.15805772,48.79846402,48.8826954,49.65068748,49.51319212,50.0396383,50.64907717,51.44927536,52.13055865,52.76105537,53.34076551,53.61947232,54.11495107,54.41223833,55.68809612,55.91725505,56.49201041,57.24018333,57.27734423,57.75919732,58.41446798,58.81332838,59.44010901,59.82286634
Georgia,Lee County,355.78,19.79875204,20.7993704,21.08044297,25.57760414,26.42082186,27.26403958,28.10725729,29.51262016,30.35583788,32.04227331,32.84051942,35.01883186,36.08128619,37.76210017,40.42104671,41.7083591,42.68368093,43.4453876,43.96256113,45.01096183,45.85699027,46.98409129,48.79700939,51.34071617,53.04682669,55.59896565,58.18483332,61.56613638,63.99179268,65.60514925,69.94209905,75.17285963,77.9329923,81.05289786,84.11377818,86.79802125,90.44915397,92.83264939,95.01377256,96.71707235
Georgia,Liberty County,489.8,35.86974275,36.74969375,36.95385872,35.72886893,35.72886893,43.48713761,51.24540629,60.43282973,69.00775827,71.45773785,76.73131891,84.78971009,88.89955084,86.66598612,91.05961617,93.05226623,94.34463046,99.4201715,102.0334831,105.7145774,107.8971009,109.3548387,117.0722744,115.4920376,119.9285423,119.4487546,120.477746,122.5806452,120.6227031,121.8742344,125.4552879,123.3870968,125.7043691,123.956717,126.8252348,128.6463863,123.2380563,123.6055533,120.1939567,126.9620253
Georgia,Lincoln County,210.38,28.0207244,28.51982128,28.99515163,30.42114269,30.42114269,30.89647305,31.3718034,32.32246411,32.32246411,32.79779447,31.92318661,32.15609849,31.99448617,32.09905885,32.47932313,33.36819089,33.66289571,34.19051241,34.43768419,34.8559749,35.48341097,35.76860918,36.26770606,37.18034034,37.38473239,37.86956935,38.18328738,38.4732389,39.10067497,39.63779827,39.69483791,39.8184238,39.70434452,39.5427322,39.0103622,38.82498336,38.38767944,38.17378078,38.04068828,37.61289096
Georgia,Long County,400.29,9.358215294,8.993479727,9.49311749,8.993479727,9.243298609,9.243298609,9.49311749,10.24257413,10.7422119,10.99203078,11.30180619,12.27609983,12.53591146,12.98558545,13.57265982,14.21719254,14.18971246,13.81998051,14.49948787,14.48699693,15.77856054,15.35886482,17.14007345,17.44235429,18.43413525,19.54582927,20.34774788,20.80991281,21.42446726,21.75672637,25.86624697,25.98865822,26.42084489,26.18601514,26.86302431,27.25024357,27.91725999,28.07464588,28.51182892,30.56284194
Georgia,Lowndes County,496.07,111.0972242,116.9189832,121.9585946,125.9902836,128.4092971,128.2077126,130.8283105,134.4568307,134.4568307,136.0695063,137.0209849,138.9642591,140.0467676,142.9012035,145.2335356,146.2958857,148.2593182,149.9365009,149.7026629,151.5028121,153.7444312,155.1514907,157.0040518,162.3682142,165.6399298,167.2767956,169.2442599,170.6372085,171.4455621,172.1793295,185.9374685,186.5200476,190.0376963,191.5999758,195.4421755,198.5687504,202.5560909,205.0416272,211.0266696,215.3204185
Georgia,Lumpkin County,282.93,30.8486198,32.16343265,32.87032128,33.2237656,33.57720991,34.28409854,34.99098717,36.40476443,35.6978758,37.46509737,38.03767716,39.12275121,40.16541194,40.79454282,42.15530343,43.21210193,44.80260135,46.25172304,48.20980455,49.7790973,51.95277984,53.34888488,54.38094228,55.72756512,57.22970346,58.97925282,61.0504365,64.06178207,67.16502315,69.88300993,74.78528258,77.4573216,80.01979288,83.2326017,85.18714876,87.71781006,91.66578306,94.04092885,96.11918142,97.29615099
Georgia,McDuffie County,257.46,59.3334887,59.03829721,59.42670706,62.14557601,64.86444496,66.02967451,67.19490406,67.58331391,69.13695331,71.07900256,72.03449079,72.72974443,73.0598928,73.94546726,74.40767498,75.43307698,76.50508817,77.34016935,77.59263575,78.10145265,78.31119397,79.37932106,81.03783112,81.30194982,82.01273984,83.14689661,83.03037365,83.84215024,84.27328517,84.7277247,82.54097724,82.70022528,82.21471297,82.24966985,82.57593413,83.06533054,83.75281597,83.60910433,84.59954944,84.91416142
Georgia,McIntosh County,424.3,17.37214235,18.14753712,19.09026632,19.32594862,19.56163092,19.09026632,18.85458402,19.79731322,18.61890172,18.85458402,18.96299788,19.09733679,19.24581664,19.2623144,19.34244638,19.80202687,20.16497761,20.57742164,20.51850106,20.59156257,20.30167334,20.62220127,21.03700212,21.1477728,21.53429177,22.01272684,22.39924582,23.34433184,23.61065284,23.83690785,25.68465708,26.13009663,25.73415037,25.77185953,25.85199152,25.70586849,26.21494226,26.99269385,27.05632807,26.81593212
Georgia,Macon County,400.64,32.28085064,33.19688498,35.44329073,34.44488818,34.69448882,34.19528754,33.69608626,31.94888179,33.44648562,34.44488818,34.95157748,34.93160942,34.83925719,34.71695288,34.68949681,34.47733626,33.99810304,33.58126997,33.43150958,33.23182907,32.68769968,32.75259585,32.33825879,32.53045128,32.64776358,32.94478834,32.78005192,33.12699681,32.96475639,32.76257987,35.03144968,35.09634585,34.88917732,34.61212061,34.26517572,33.75848642,33.61871006,33.33166933,33.204373,33.28674121
Georgia,Madison County,282.31,47.87999008,50.65353689,52.42463958,54.54996281,55.96684496,56.3210655,57.38372711,58.44638872,58.80060926,55.25840388,62.86351883,63.85887854,64.60982608,65.38556906,66.38801318,67.87219723,68.60189154,69.87354327,71.36481173,73.18196309,75.12663384,76.65332436,78.12333959,80.01841947,80.81187347,82.85926818,84.63745528,85.61864617,86.52190854,89.29191315,91.58726223,92.46927137,94.17307215,95.3880486,95.39867522,96.35861287,97.23707981,98.40246537,99.21363041,100.0035422
Georgia,Marion County,366,13.93169399,14.48087432,14.75409836,14.20765027,14.20765027,15.0273224,14.75409836,15.84699454,15.0273224,14.48087432,14.4726776,14.40983607,14.58469945,14.80327869,14.92896175,15.13387978,15.2295082,15.26229508,15.23497268,15.28688525,15.24043716,15.4863388,15.6010929,16.40437158,16.94262295,17.39617486,17.39071038,17.81967213,18.31420765,18.52185792,19.61748634,19.51912568,19.33060109,19.18032787,19.09562842,19.12568306,19.33060109,19.2568306,19.1557377,19.11202186
Georgia,Meriwether County,501.22,38.82726148,40.10215075,40.30166394,40.30166394,40.50117713,40.70069032,41.29922988,41.69825625,41.29922988,41.89776944,42.35465464,42.53022625,42.45042097,42.76166155,42.79757392,42.72375404,42.70978812,43.41007941,43.78915446,44.28793743,44.81265712,45.15981006,45.26754718,45.58477315,45.76233989,45.74238857,45.4690555,45.69251027,46.04365349,45.97382387,44.94433582,45.068034,45.61669526,45.36929891,45.50097761,45.51693867,45.84015003,45.46506524,45.7503691,45.45508958
Georgia,Miller County,282.42,22.74626443,22.30720204,21.95311947,23.01536718,23.01536718,23.01536718,23.01536718,23.36944976,23.72353233,24.0776149,24.92033142,24.72204518,24.48480986,24.25465619,23.63855251,23.51462361,23.48983783,23.49337866,23.31633737,22.62587635,22.20451809,22.27533461,22.25763048,22.15848736,22.13016075,22.02747681,22.03101763,22.43467177,22.51965158,22.3709369,22.55151901,22.60109057,22.48424333,22.08767084,21.73004745,21.57071029,21.70880249,21.82564974,22.00269103,22.05226259
Georgia,Mitchell County,512.09,37.01693062,37.10285301,37.10285301,38.6650784,39.83674745,38.46980023,38.46980023,38.86035658,39.4461911,40.61786014,41.23103361,41.51418696,41.51223418,41.64697612,41.57862876,41.36968111,41.36772833,40.93616356,40.44210979,39.98515886,39.61413033,39.66099709,40.11794802,39.97734773,40.17653147,40.50655158,41.04551934,41.16463903,41.39506727,41.43607569,46.83551719,46.71444473,46.40590521,46.21257982,46.06612119,45.82007069,46.28092718,47.03470093,46.8452811,46.47620535
Georgia,Monroe County,395.66,27.77890108,30.58181267,31.84552393,31.08729717,32.09826619,32.35100844,32.6037507,34.12020422,34.62568872,35.88939999,36.92564323,37.77738462,37.57013598,37.64090381,38.27528686,39.65525957,40.16579892,41.10852752,41.58873781,42.72607795,43.41859172,44.36890259,45.12460193,46.06985796,46.85841379,47.80366982,48.55684173,49.00672294,49.60066724,50.62932821,55.18374362,55.65889905,57.12480412,58.6918061,58.83081434,59.66486377,61.47955315,63.35995552,63.72895921,64.25971794
Georgia,Montgomery County,239.52,25.46342685,25.46760187,25.46760187,26.72010688,27.97261189,28.39011356,28.80761523,29.64261857,30.06012024,30.06012024,29.27104208,29.33366733,29.27104208,29.86806947,30.31897128,30.51937208,30.49849699,30.40247161,30.26469606,29.78456914,30.87007348,31.07047428,31.3502004,31.76352705,31.98897796,31.75935204,31.93052772,32.35220441,32.25200401,32.79058116,34.51486306,35.53356713,35.51686707,36.55644623,37.39144957,37.0240481,37.61690047,37.51670007,37.15764863,37.28289913
Georgia,Morgan County,347.35,28.51302721,29.65308766,29.94098172,31.38045199,31.66834605,31.9562401,32.24413416,31.38045199,31.38045199,32.24413416,33.31510004,34.20181373,34.5328919,34.69123363,34.9877645,35.26702174,35.59234202,36.26025623,36.68921837,36.91665467,37.27076436,37.64214769,38.18626745,39.0557075,39.47027494,40.33683604,40.77155607,41.7820642,43.44897078,44.44220527,44.66388369,46.06880668,47.13689362,47.79617101,48.62530589,49.74521376,51.17028933,52.3535339,53.54829423,54.01180366
Georgia,Murray County,344.47,37.69849334,39.77124278,42.09365112,45.57726362,48.48027404,49.06087613,50.2220803,51.96388655,53.99599385,55.7378001,57.14576015,58.52759311,60.54518536,61.34351322,62.76598833,64.41199524,66.49345371,69.03358783,71.62887915,74.4012541,76.38691323,78.66577641,80.39597062,82.0042384,83.94635237,86.81452666,89.45626615,92.57119633,94.96908294,98.47591953,106.7553053,109.7105699,111.3652858,113.9489651,115.5485238,116.4774872,118.0480158,118.2367115,117.6880425,117.9231863
Georgia,Muscogee County,216.39,773.4969268,788.853459,781.459402,732.0116456,755.1180738,766.2091594,778.2245021,780.0730163,781.9215306,785.1564305,786.1176579,795.0090115,807.0289755,805.1342483,809.1316604,815.3888812,822.9631684,828.2221914,821.3087481,823.5038588,830.5698045,830.0152502,858.6394935,858.3991867,861.624844,849.9237488,842.9086372,844.5260872,842.987199,841.3420214,861.8928786,862.3734923,859.0692731,844.7155599,862.7524377,871.0430242,885.1055964,862.3919774,862.5444799,879.9574842
Georgia,Newton County,272.16,96.56819518,100.6760729,103.6155203,115.3733098,119.047619,119.047619,121.9870664,123.824221,124.191652,125.2939447,127.3736038,132.7858613,135.1080247,136.2360376,138.1025867,140.6047913,142.5227807,145.8480306,149.1585832,151.5395356,154.5598178,160.1043504,163.9917695,170.2564668,177.5352734,185.5011758,193.8492063,202.8806584,212.6028807,222.6006761,231.0515873,245.9619342,261.7541152,278.1415344,296.3330394,314.7303057,333.1018519,351.7746914,361.4969136,367.2251617
Georgia,Oconee County,184.29,42.9486136,43.95246622,47.20820446,49.37869662,51.54918878,53.71968094,55.34755006,59.14591134,61.85902653,65.11476477,67.43176515,69.97124098,72.07119214,74.68120896,77.79043898,79.27179988,81.44771827,85.04530902,88.3607358,92.47924467,96.57062239,99.27831136,101.3782625,104.8076401,109.8377557,115.236855,121.4227576,125.8180042,128.639644,133.0837267,143.0788431,144.7446959,147.0508438,151.7065495,155.01655,159.0048293,165.2287156,170.9859461,176.5044224,180.8019969
Georgia,Oglethorpe County,439.01,17.30712284,17.31167855,17.76724904,17.99503428,18.45060477,18.90617526,19.1339605,19.58953099,19.81731623,20.50067197,20.33894444,20.62595385,20.69428942,21.0017995,21.3275324,21.43686932,21.3753673,21.64187604,21.60998611,22.03366666,22.33662103,22.66007608,23.16803717,23.70105465,24.05412177,24.50513656,24.637252,25.55750438,26.05179836,26.34108562,28.94467096,29.34785085,29.80114348,30.11093141,30.47310995,30.57789116,31.17924421,31.80337578,32.42522949,32.63706977
Georgia,Paulding County,312.22,56.11427839,58.93280379,62.77624752,65.97911729,69.82256101,71.10370892,73.02543079,76.86887451,78.15002242,80.71231824,83.62692973,86.49990391,89.03977964,92.04727436,94.76330792,99.30818013,105.9317148,114.4417398,121.962078,128.3646147,134.6102107,143.014541,151.3003651,164.6467235,178.3389917,191.3138172,204.8747678,220.4503235,236.6536417,254.9067965,265.8510025,283.742233,300.7110371,317.7214784,335.7248094,355.7875857,384.2130549,409.6566524,426.9425405,437.6881686
Georgia,Peach County,150.27,106.4084648,113.7951687,123.777201,116.457044,117.7879816,118.4534505,119.1189193,121.1153257,125.1081387,126.4390763,127.4439343,121.8207227,123.8237839,123.9369136,126.3725294,128.8281094,131.290344,132.7743395,141.578492,140.4671591,141.5119452,142.2506156,145.8374925,148.1400146,151.2610634,153.0911027,155.9459639,158.8074799,162.8734944,166.3405869,158.6011845,159.4862581,161.023491,162.4209756,163.479071,162.7736741,167.491848,174.2463566,179.9161509,181.3202901
Georgia,Pickens County,232.06,41.45479617,42.66138068,42.66138068,45.2469189,45.67784194,46.10876497,47.40153409,48.26338016,48.6943032,49.12522623,50.21115229,51.18934758,52.05119366,52.51228131,54.08084116,54.8521934,56.30440403,58.36852538,60.31629751,61.40222356,62.46229423,63.65164182,64.55227096,66.50866155,69.81384125,72.2183918,75.78212531,80.17323106,85.03404292,90.59725933,100.6593122,105.5201241,110.2085667,115.0047402,118.4219598,121.2660519,125.9674222,131.0264587,133.857623,134.7237783
Georgia,Pierce County,316.49,29.32478119,30.01674618,30.64867768,31.91254068,32.86043793,34.12430093,35.38816392,36.65202692,36.65202692,36.96799267,37.5904452,37.36294986,38.93013997,38.30452779,38.81955196,39.96018832,40.38358242,40.58896016,40.9649594,41.40415179,42.36152801,42.5700654,43.00293848,44.2130873,45.62229454,46.77240987,48.18477677,48.98417012,49.80568106,49.93522702,49.59714367,49.94786565,50.51976366,51.30967803,52.80735568,54.1217732,55.01595627,56.40304591,57.4299346,58.70643622
Georgia,Pike County,216.09,33.85626359,34.24499051,36.09607108,36.55884122,37.48438151,37.48438151,37.48438151,38.40992179,39.33546208,39.33546208,41.3577676,40.65898468,41.67245129,41.62154658,42.56559767,43.73177843,43.27826369,44.22694248,45.73094544,46.28626961,47.72548475,48.75283447,48.59549262,48.93794252,50.61779814,52.48276181,53.91734925,56.43944653,58.6190939,60.64139942,63.8530242,64.95441714,67.61071776,69.50807534,72.07182193,73.89513629,76.82909899,79.56407053,81.34573557,82.00749688
Georgia,Polk County,310.33,95.562788,98.2824735,102.1493249,103.1160378,104.7272259,104.4049882,104.0827506,104.0827506,103.1160378,104.0827506,104.3469855,105.2234718,105.9130603,105.4973738,105.9775078,107.4372442,107.9109335,108.7584185,109.7186866,109.2997777,109.0419876,109.9668095,110.4695002,110.3470499,111.4523249,112.2804756,113.7756582,115.615635,116.9078078,118.0259724,123.2816679,124.9734154,126.9906229,127.6576548,128.7339284,129.8617601,131.9434151,133.5578255,135.600812,136.3000677
Georgia,Pulaski County,249.03,32.38967193,31.72308557,32.92775971,33.32931775,33.32931775,33.7308758,34.13243384,34.93554993,34.93554993,35.33710798,35.93944505,36.04786572,35.65433883,35.37726378,34.95964342,34.44163354,34.04409107,33.47387865,32.76713649,32.76713649,32.61454443,32.32943822,32.4780147,32.91169739,33.11649199,33.06027386,33.08035176,33.34136449,33.77906276,33.566237,38.46524515,38.58169698,38.80656949,38.79050717,38.98325503,38.75035136,39.19608079,39.36473517,39.26434566,39.74219973
Georgia,Putnam County,344.64,24.35584958,25.24373259,25.24373259,25.24373259,26.11420613,26.69452182,26.69452182,27.27483751,28.72562674,29.59610028,29.87175023,30.82346797,31.38637419,32.41353296,33.74535747,35.08588672,36.3277623,37.61606314,38.70125348,39.69939647,41.3794104,42.59227019,43.31766481,44.31290622,45.17177344,46.44266481,47.8992572,48.96993965,50.95461931,52.80582637,54.72086815,55.43175487,55.79445218,55.91922006,56.61269731,56.93767409,57.72110028,58.79758589,59.33727948,59.46785051
Georgia,Quitman County,151.24,14.41417614,13.22401481,13.88521555,14.54641629,14.54641629,15.20761703,15.20761703,15.20761703,15.20761703,15.86881777,15.58450145,15.31340915,15.2671251,15.05554086,14.48029622,14.77783655,14.47368421,14.20920391,14.49352023,14.84395663,14.62576038,14.79106057,14.84395663,15.16133298,15.51176937,15.77624967,16.25892621,16.33165829,16.45067442,16.19280614,17.21105528,17.38296747,17.08542714,16.70193071,16.66225866,17.18460725,17.46231156,17.51520762,17.75323988,17.58132769
Georgia,Rabun County,369.99,22.50601368,23.51414903,24.32498176,24.86553691,25.13581448,25.67636963,26.48720236,25.94664721,26.21692478,27.56831266,28.28725101,28.38184816,28.87375334,29.0899754,29.10889483,29.56025839,29.70620828,30.17919403,30.92245736,31.07651558,31.61707073,31.91167329,32.16303143,32.61439498,33.08467796,34.27389929,35.26041244,35.80907592,36.16313954,36.9928917,40.7713722,41.59031325,42.03897403,42.75250682,43.06873159,43.64982837,44.13362523,44.76877753,45.04446066,44.89580799
